Mouse gene name	Gene name
	PCCA-AS1
Ggact	GGACT
	FTCD-AS1
Spatc1l	SPATC1L
	AL356966.1
	AL136526.1
	RPS26P47
	AP001468.1
Tmtc4	TMTC4
Lss	LSS
	COX5BP6
	NALCN-AS1
	ARF4P3
	LINC00411
Nalcn	NALCN
	AP001469.1
	MCM3AP-AS1
Mcm3ap	MCM3AP
	ST13P5
	SAA1
	AC107948.2
	HPS5
	EP400P1
Itgbl1	ITGBL1
	AP001469.2
	AP001469.3
Ybey	YBEY
	AC138466.11
	AC138466.10
	DDX51
Fgf14	FGF14
	AL160153.1
Gm22979	RNU1-24P
	HMGB3P7
	MIR2681
	LIPT1P1
	RNY1P2
	MIR4705
	RPL39P29
	FGF14-IT1
2610028H24Rik	C21orf58
	AL356266.1
	FGF14-AS1
	FGF14-AS2
	LINC00555
	AL158063.1
Tpp2	TPP2
	NOC4L
	AC138466.7
	LINC02361
	AC138466.6
Pcnt	PCNT
	GTF2H1
	GALNT9
AC141477.1	AP000471.1
	RPL18AP2
Mettl21c	METTL21C
Dip2a	DIP2A
Gm8251	CCDC168
	LINC00283
	AL157769.1
	AC138466.8
	AC148477.12
Tex30	TEX30
	AC148477.19
	AC148477.13
	AC148477.16
	AC148477.18
	AC148477.15
	AC148477.17
	AC148477.20
	AC148477.14
	AC148477.11
	MIR3159
Poglut2	POGLUT2
Ercc5	BIVM-ERCC5
Bivm	BIVM-ERCC5
	LDHA
Ercc5	BIVM
Bivm	BIVM
Ercc5	ERCC5
Bivm	ERCC5
	DIP2A-IT1
	RNU6-396P
	S100B
	METTL21EP
	AL137246.1
	AL137246.2
Slc10a2	SLC10A2
	AL162717.1
	LINC01309
	ATP6V1G1P7
	AL136524.1
	RPL7P45
	AL138954.1
Prmt2	PRMT2
	DAOA-AS1
	AL359751.2
Gm27545	AL359751.1
	DAOA
	AL359745.1
	LINC00343
	AC084117.2
	AL138701.1
	DSTNP1
	AL138701.2
	RPL23AP4
	MG910336.3
	RNA5SP38
	AL139379.1
	MG910336.2
	LINC00460
	MG910336.1
	RPL35P9
Efnb2	EFNB2
	AL138689.2
	AL138689.1
Arglu1	ARGLU1
	LINC00551
	LINC00443
	ATP5MC1P5
	AL163534.1
	AL162574.2
	PPIAP24
	AL162574.1
	AL162574.3
	AL354741.1
Fam155a	FAM155A
Gm23246	SNORD31B
	AL445649.1
	MIR1267
	FAM155A-IT1
	AL359436.1
	AL136964.1
Lig4	LIG4
Abhd13	ABHD13
Tnfsf13b	TNFSF13B
	AL157762.1
	RNA5SP39
	AL138694.1
	HCFC2P1
Myo16	MYO16
	MYO16-AS2
	MYO16-AS1
	AL161431.1
	LINC00370
	LINC01067
	LINC00399
	AL163541.1
	LINC00676
Irs2	IRS2
	AL162497.1
	AL355810.1
	RN7SKP10
	AL355974.1
	AL390755.1
	AL355974.2
	LINC00396
	RN7SL783P
	AL390755.2
	AL390755.3
Col4a1	COL4A1
	AL161773.1
Col4a2	COL4A2
	MIR8073
	COL4A2-AS2
	COL4A2-AS1
Rab20	RAB20
	AL139385.1
Naxd	NAXD
Cars2	CARS2
Ing1	ING1
	RPL21P107
	LINC00567
	PRECSIT
Ankrd10	ANKRD10
	ANKRD10-IT1
	AL442128.2
	PARP1P1
	AL442128.1
	LINC00431
	LINC00368
	AL353704.2
	ARHGEF7-AS2
Arhgef7	ARHGEF7
	ARHGEF7-IT1
	ARHGEF7-AS1
	AL353704.1
	AL390754.1
Tex29	TEX29
	AL359649.1
	LINC02337
	LINC00354
Gm23212	AL138691.1
	SOX1-OT
Sox1	SOX1
	AL356961.1
	LINC00404
	LINC01070
	LINC01043
	LINC01044
Spaca7	SPACA7
1700016D06Rik	SPACA7
Tubgcp3	TUBGCP3
	ZSWIM4
	AC020916.6
	AC020916.4
	AC020916.5
	MIR24-2
	MIR27A
	MIR23A
	NANOS3
	AL139384.2
	ATP11AUN
	AL139384.1
	MIR181C
	MIR181D
	C19orf57
Atp11a	ATP11A
	CC2D1A
	ATP11A-AS1
	AL356752.1
Mcf2l	MCF2L
	PODNL1
	DCAF15
	RFX1
Gm23744	U2
	FRG1FP
	CU104787.1
	ACTR3BP7
n-R5-8s1	5_8S_rRNA
	CT867976.1
	AC138776.1
	FRG1GP
	U6
	AP000542.3
	AP000542.1
	AC022098.7
	AP000542.2
	ZNF72P
	RLN3
	BNIP3P2
	YME1L1P1
	AC022098.8
	OR11H1
	AP000534.2
	IL27RA
	ARHGAP42P3
	AP000534.1
	AP000533.2
	AP000533.1
	AP000533.3
	AP000532.2
	NEK2P2
	AP000532.1
	NF1P6
	PALM3
	MED15P7
	POTEH
	EEF1DP1
	MISP3
	MIR1199
	C19orf67
	POTEH-AS1
	RNU6-816P
	AP000529.1
	AL356740.1
	PSLNR
	MCF2L-AS1
	AL356740.2
	GRAMD4P2
	AL356740.3
	DUXAP8
F7	F7
	SAMD1
	AP000526.1
	BMS1P22
	PRKACA
	AP000525.1
	DUXAP8
	NBEAP3
	TOMM40P2
	AP000522.1
	AC145543.1
	U6
	ABCD1P4
	AC137499.1
	PABPC1P9
	SLC9B1P4
	ACTR3BP6
	CHEK2P4
F10	F10
	AP000547.2
	AP000547.1
	KCNMB3P1
	AC022098.9
Cct8l1	CCT8L2
	AP000547.4
	ASF1B
	FABP5P11
	TPTEP1
	AC022098.6
	F10-AS1
	KARS1P2
	AL137002.2
	ADGRL1
Proz	PROZ
	AP000547.3
	AP000365.1
	SLC25A15P5
	PARP4P3
	ANKRD62P1-PARP4P3
	ANKRD62P1
	AC005301.1
	AL137002.1
	VWFP1
	AC005301.2
	LINC01665
Pcid2	PCID2
	XKR3
	HSFY1P1
	GPM6BP3
	AC007064.4
	AC007064.3
	ZNF402P
	AC007064.2
	MTND1P17
	AC007064.1
	AC006548.1
	AC011509.5
	IGKV1OR22-5
	AC011509.6
	IGKV2OR22-4
	AC011509.4
	AC011509.7
	IGKV2OR22-3
	IGKV3OR22-2
	IGKV1OR22-1
	AC006548.3
	GAB4
	CTDNEP1
	AC006548.2
	VN1R9P
	CECR7
	AC006946.2
Tmem121b	TMEM121B
	AC006946.3
Il17ra	IL17RA
	AC006946.1
	LINC01664
	AC003688.4
Cul4a	CUL4A
Hdhd5	HDHD5
	ELP5
	HDHD5-AS1
	ADA2
	MIR8075
	LDHBP1
Lamp1	LAMP1
Grtp1	GRTP1
	AL136221.1
	GRTP1-AS1
Adprhl1	ADPRHL1
	AC005300.1
	FAM32BP
	CECR3
	CECR9
	RN7SL843P
	CLDN7
Cecr2	CECR2
Dcun1d2	DCUN1D2
	AC003688.3
	DCUN1D2-AS
	RNU1-16P
	SLC2A4
Tmco3	TMCO3
	FO681548.1
	CLCP1
	DNAJA1P6
	AC007666.2
Slc25a18	SLC25A18
	AL442125.2
	AL442125.1
Tfdp1	TFDP1
	AC007666.1
	AC003688.5
	YBX2
Atp4b	ATP4B
	ATP6V1E1
Grk1	GRK1
	LINC00552
Tmem255b	TMEM255B
	EIF5A
	GAS6-AS1
Gas6	GAS6
	GAS6-DT
	BX072579.1
	LINC00454
	LINC00452
	BX072579.2
	LINC00565
1700029H14Rik	C13orf46
Rasa3	RASA3
	RASA3-IT1
Bcl2l13	BCL2L13
	CFAP97D2
	AL160396.1
	GPS2
	LINC02564
	AP005530.1
	AP001005.1
Cdc16	CDC16
	TUBB8B
	AP001005.3
	IL9RP4
	AP001005.2
	ROCK1P1
	MIR8078
Usp14	USP14
Bid	BID
	AC026954.6
Thoc1	THOC1
	NEURL4
	MIR548AR
	MIR4502
	AL160396.2
	MIR3198-1
	LINC00528
Upf3a	UPF3A
	CLCP2
Mical3	MICAL3
Champ1	CHAMP1
	LINC01054
	AP000845.1
	RPL23AP97
Colec12	COLEC12
	AP000915.1
	AP000915.2
	LINC01925
Cetn1	CETN1
	RN7SKP146
	CLUL1
	AC026954.4
	ACAP1
	AP001178.4
	TYMSOS
	AP001178.3
	AP001178.1
Tyms	TYMS
	KCTD11
	AC026954.5
	TMEM95
	ENOSF1
	AC016026.1
	AC016026.2
	MIR648
	AC016027.3
	AC016027.2
	RHEBP3
	LINC01634
	AC016027.1
Pex26	PEX26
	AC016027.5
	AC016027.4
	ARL2BPP10
Tuba8	TUBA8
	AP001178.2
	AC008079.1
Yes1	YES1
Usp18	USP18
	AP001020.3
	AP001020.1
	FAM230D
	AP001020.2
	RNU1-109P
	AP000894.4
	GGTLC5P
	BOLA2P1
	AP000894.1
	AP000894.3
	FAM230J
	AP000894.2
Adcyap1	ADCYAP1
	AC011718.1
	PPP1R26P3
	FAM230A
	LINC01904
	AC023490.2
	AP005328.1
	FAM247B
	AP000829.1
Ggt1	GGTLC3
	Metazoa_SRP
	AC023490.3
	SLC25A3P3
	COX6CP3
Tmem191c	TMEM191B
	LINC00470
	PI4KAP1
	AC023490.1
	RN7SKP131
Rimbp3	RIMBP3
	RN7SKP72
	Metazoa_SRP
	AP005119.1
	SUSD2P2
	AP005119.2
B830017H08Rik	FAM246B
	CA15P2
	PPP1R26P2
	PPP1R26P4
	AP005262.1
	FAM230E
	GGT3P
	AC008132.2
	E2F6P1
	AC008132.1
	BCRP7
	FAM230F
	AC008103.1
	AC019183.1
	AP005057.1
	AP005230.1
Dgcr6	DGCR6
	AIDAP3
	AP005136.4
Mettl4	METTL4
Dgcr6	AC007326.4
	AP005136.1
	AP005136.3
	AP005136.2
Ndc80	NDC80
Prodh	PRODH
	KATNBL1P3
	Y_RNA
Gm24491	RNU6-340P
	CBX3P2
Smchd1	SMCHD1
	AC007326.5
	AC007326.2
	DGCR5
	AC007326.3
	DGCR5
	AC007326.1
	AC000095.2
	AP001011.1
	AC000095.1
	Y_RNA
B830017H08Rik	FAM246C
Emilin2	EMILIN2
	CA15P1
Lpin2	LPIN2
Dgcr2	DGCR2
Gm20518	DGCR2
	AP000919.3
	CHORDC1P4
	AP000919.1
	AP000919.2
	SNRPCP4
	AP005431.1
Gm22362	SNORA70
Gm22942	SNORA70
Myom1	MYOM1
	Y_RNA
	DGCR11
	AC004461.1
	AC004461.2
	AC004471.1
	AC004471.2
	TSSK1A
Ess2	ESS2
Tssk2	TSSK2
Gsc2	GSC2
	LINC01311
	RNU7-25P
	AP005329.2
	AP005329.3
Slc25a1	SLC25A1
Myl12a	MYL12A
	AP005329.1
	CLTCL1
Myl12b	MYL12B
Gm49909	MYL12B
	AP001025.1
	LINC01895
	RPL31P59
	IGLJCOR18
	RPL21P127
Tgif1	TGIF1
	AC000072.1
	AC000081.1
	AC000081.2
	KRT18P62
	AC000085.1
Hira	HIRA
	BOD1P1
	GAPLINC
Dlgap1	DLGAP1
Gm49776	DGCR8
Dgcr8	DGCR8
2510002D24Rik	C22orf39
Gm28539	C22orf39
	RN7SL168P
Mrpl40	MRPL40
	AC000068.1
Ufd1	UFD1
	AC000068.3
	AC000068.2
	RN7SL39P
	AP002472.1
	DLGAP1-AS1
	DLGAP1-AS2
	AP002478.1
	AP002478.2
	DLGAP1-AS3
	MIR6718
	RNU6-831P
Cdc45	CDC45
	DLGAP1-AS4
	GAPDHP66
	DLGAP1-AS5
	AP005208.1
	ELOCP27
	AP005203.1
	PPIAP14
	LINC01892
	BOD1P2
Akain1	AKAIN1
	AP005380.1
	AP001496.4
	AP001496.2
	LINC00526
	LINC00667
	AP001496.3
Zbtb14	ZBTB14
	AP001496.1
	AP005671.1
	AC000082.1
Cldn5	CLDN5
	LINC00895
	AC000077.1
	AC000067.1
Epb41l3	EPB41L3
Gm49601	SEPTIN5
Septin5	SEPTIN5
Gm49601	AC000093.1
Septin5	AC000093.1
Gp1bb	GP1BB
Tbx1	TBX1
Gnb1l	GNB1L
	AC000089.1
	RTL10
	AP005059.2
	AP005059.1
	MIR3976HG
Txnrd2	TXNRD2
	MIR3976
Tmem200c	TMEM200C
	AP001021.1
	AP001021.3
L3mbtl4	L3MBTL4
	AP001021.2
	RNU5F-3P
	L3MBTL4-AS1
	MIR4317
	AP005060.1
	RNU6-349P
	RPL6P27
	AP005202.2
	LINC01387
	AP005202.1
	RN7SL282P
	AP005205.1
	AP005205.3
	AP005205.2
Arhgap28	ARHGAP28
	AP005210.2
	AP005210.1
	LINC00668
	SCML2P1
Gm22950	RNU6-916P
Lama1	LAMA1
	AC000078.1
Comt	COMT
	AP002409.1
	AP005062.1
	SLC25A51P2
Lrrc30	LRRC30
	AP005270.1
	AP001095.1
Ptprm	PTPRM
	MIR4761
Arvcf	ARVCF
	AP000897.2
	AP000897.1
	U3
	AP005900.1
	AC006566.2
	AC006566.1
	AP001094.3
	AP001094.2
	AP001094.1
	COP1P1
Gm24105	RN7SL50P
Gm23153	RN7SL50P
Gm22567	RN7SL50P
	THEMIS3P
	AKR1B1P6
Rab12	RAB12
	AP001793.1
	TOMM20P3
	GACAT2
Mtcl1	MTCL1
Tango2	TANGO2
	Y_RNA
	AP000864.1
	AP001531.1
	AP005899.2
	RPS4XP19
Ndufv2	NDUFV2
	AP005263.1
	AP005899.1
	NDUFV2-AS1
Ankrd12	ANKRD12
	Y_RNA
	Y_RNA
	AP001033.2
	AP001033.1
Twsg1	TWSG1
	AP001033.3
	AP005432.2
Ralbp1	RALBP1
Mir185	MIR185
	AC006547.1
	AP005432.1
	AC006547.3
	RNU2-27P
	Metazoa_SRP
Gm24572	MIR3618
Mir1306	MIR1306
	AC006547.2
Trmt2a	TRMT2A
Ppp4r1	PPP4R1
	MIR6816
Ranbp1	RANBP1
	AP001381.1
	PPP4R1-AS1
Gm25335	RNU6-903P
	LINC02856
	KRT18P8
Rab31	RAB31
	SNORA77B
	AP000902.1
	ZNF415P1
Zdhhc8	ZDHHC8
	RN7SL862P
	AC006238.2
	RNA5SP449
	PIGPP4
Txndc2	TXNDC2
	AC006238.1
Vapa	VAPA
Ccdc188	CCDC188
	AC007663.2
	LINC00896
Rtn4r	RTN4R
	MIR1286
	RNA5SP450
	AC007663.1
	AP005271.1
	AP005209.2
	AP005209.1
Dgcr6	DGCR6L
	AP006219.1
	AP006219.2
	LINC01254
	AP006219.3
Apcdd1	APCDD1
	AC007663.4
	AC007663.3
	FAM230G
	AC007731.2
Napg	NAPG
	AC007731.5
Usp18	USP41
	ZNF74
	AP001099.1
	LINC01887
	AP001180.3
	CCDC58P1
	AP001180.2
	AP001180.5
	PMM2P1
	AP001180.1
Piezo2	PIEZO2
	RNU6-225P
Scarf2	SCARF2
Klhl22	AC007731.4
Klhl22	KLHL22
	AC007731.1
	RNY1P9
	Y_RNA
	RN7SL812P
	KRT18P5
Med15	MED15
	AP001180.4
	KIAA0895LP1
	MIR6788
	AP005120.1
	AP005139.1
	AP005229.1
	AP005229.2
	AP001109.1
	LINC01928
	LINC01255
	AP001017.1
Slc35g3	SLC35G4
	AP001120.4
	NPIPB1P
	AP001120.2
	AP001120.3
	MIR7153
	AP001120.1
Gnal	GNAL
	AC007731.3
	CCDC74BP1
	SMPD4P1
	IGLL4P
	SLC9A3P2
	ABHD17AP4
	ASNSP6
	AP001120.5
	POM121L4P
	AP005137.1
	BCRP5
Chmp1b	CHMP1B
	CHMP1B-AS1
	AP005137.2
	TMEM191A
Pi4ka	PI4KA
Mppe1	MPPE1
Defb26	DEFB125
	DEFB126
Defb22	DEFB127
Defb15	DEFB127
Defb34	DEFB127
Defb20	DEFB128
Defb23	DEFB129
Defb22	DEFB132
Defb15	DEFB132
Defb34	DEFB132
	AL034548.1
6820408C15Rik	C20orf96
Zcchc3	ZCCHC3
	AL034548.2
	NRSN2-AS1
Sox12	SOX12
Nrsn2	NRSN2
Trib3	TRIB3
Serpind1	SERPIND1
Snap29	SNAP29
	AC007308.1
Rbck1	RBCK1
Crkl	CRKL
	LINC01637
Aifm3	AIFM3
Tbc1d20	TBC1D20
	Y_RNA
	AP001269.4
	AP001269.2
	AP001269.3
Impa2	IMPA2
	AC002470.2
	AC002470.1
	AP001269.1
	AP001542.3
	AP001542.1
	AP001542.2
	AP002414.1
	AP002414.4
	AP002414.2
	AP002414.5
	AP002414.3
Poteg	ANKRD62
Gm45861	ANKRD62
Lztr1	LZTR1
	RNU6-324P
	SDHDP1
	PMM2P2
	AP005264.5
	AP005264.3
	AP005264.4
	CCDC58P3
	AP005264.2
Csnk2a1	CSNK2A1
	PPIAP56
Cidea	CIDEA
	AP005264.6
	AP005264.1
	RNU6-170P
Tubb6	TUBB6
Thap7	THAP7
	THAP7-AS1
	AC002472.2
	TUBA3FP
P2rx6	P2RX6
Afg3l2	AFG3L2
	RNU7-129P
Prelid3a	PRELID3A
	AC002472.3
Slc7a4	SLC7A4
	AC002472.1
	AP001029.1
	MIR649
	AP001029.2
	P2RX6P
Lrrc74b	LRRC74B
	TUBA3GP
	AC002472.4
	BCRP2
	AP000550.1
Spire1	SPIRE1
	POM121L7P
	E2F6P2
	FAM230B
	AP000550.2
	FAM247A
Ggt1	GGT2
	AP000550.3
	E2F6P3
	POM121L8P
	BCRP6
	FAM230H
	AP000552.2
	PPP1R26P5
	LINC01651
B830017H08Rik	FAM246A
	AP000552.1
	Metazoa_SRP
Rimbp3	RIMBP3B
	RN7SKP63
	AP000552.3
	Metazoa_SRP
Hic2	HIC2
	Metazoa_SRP
Tmem191c	TMEM191C
	PI4KAP2
	AP001029.3
Psmg2	PSMG2
	AP000557.1
	RN7SKP221
Rimbp3	RIMBP3C
	UBE2L3
Cep76	CEP76
	Metazoa_SRP
Ydjc	YDJC
Ccdc116	CCDC116
	AP000553.3
Sdf2l1	SDF2L1
	AP000553.1
Mir301b	MIR301B
	MIR130B
	AP000553.5
	AP000553.6
	AP000553.7
	AP000553.4
	AP000553.2
	AP005482.2
	AP005482.1
	LINC01882
	Y_RNA
Ppil2	PPIL2
Tcf15	TCF15
Srxn1	SRXN1
	AL121758.1
Scrt2	SCRT2
Ptpn2	PTPN2
Slc52a3	SLC52A3
Fam110a	FAM110A
	RPS10P5
Angpt4	ANGPT4
Rspo4	RSPO4
	AL110114.1
Psmf1	PSMF1
	ACTG1P3
Tmem74b	TMEM74B
	AL031665.1
Tmem74bos	C20orf202
Rad21l	RAD21L1
Ypel1	YPEL1
	STK25P1
	EIF4A2P1
	AP000553.9
	RN7SL280P
	AP000553.8
Mapk1	MAPK1
Seh1l	SEH1L
Snph	SNPH
Sdcbp2	SDCBP2
	RNA5SP493
	AC245452.1
Ppm1f	PPM1F
	AP002449.1
	AL136531.2
	AL136531.3
	SDCBP2-AS1
	AL136531.1
	PPM1F-AS1
Cep192	CEP192
	FKBP1A
Top3b	TOP3B
	MIR6869
Nsfl1c	NSFL1C
	SIRPB2
	PRAMENP
	AL049634.1
	RNU6-917P
	IGLVI-70
Iglv3	IGLV4-69
	SIRPD
	IGLVI-68
	AC245452.4
	IGLV10-54
	AC245452.3
Sirpa	AL049634.2
Gm5150	AL049634.2
Gm9733	AL049634.2
Sirpb1a	AL049634.2
Sirpb1c	AL049634.2
Sirpb1b	AL049634.2
	IGLV10-67
	AC245452.2
	IGLVIV-66-1
	IGLVV-66
	IGLVIV-65
	IGLVIV-64
	IGLVI-63
	IGLV1-62
	AC245517.5
	IGLV8-61
	AC245517.1
	ABHD17AP5
	AC245517.4
	AC245517.3
Iglv3	IGLV4-60
Sirpa	SIRPB1
Gm5150	SIRPB1
Gm9733	SIRPB1
Sirpb1a	SIRPB1
Sirpb1c	SIRPB1
Sirpb1b	SIRPB1
	AC245517.2
	SOCS2P2
	IGLVIV-59
	IGLVV-58
	BMP6P1
	IGLV6-57
	IGLVI-56
	IGLV11-55
	IGLVIV-53
	TOP3BP1
	AC245060.3
Vpreb1	VPREB1
Vpreb2	VPREB1
	AC245060.6
	AC245060.5
	AC245060.2
	AC245060.7
	AC245060.4
	IGLV5-52
	IGLV1-51
	IGLV1-50
	ASH2LP3
	IGLV9-49
	AC245060.1
	IGLV5-48
	IGLV1-47
	ASH2LP2
	IGLV7-46
	AC245291.3
	IGLV5-45
	AP001357.2
	AL049634.3
	AP001357.1
	AP001198.2
	IGLV1-44
	AP001198.1
	IGLV7-43
	IGLVI-42
Sirpa	SIRPG
Gm5150	SIRPG
Gm9733	SIRPG
Sirpb1a	SIRPG
Sirpb1c	SIRPG
Sirpb1b	SIRPG
	IGLVVII-41-1
	IGLV1-41
	IGLV1-40
	ASH2LP1
	IGLVI-38
	IGLV5-37
	IGLV1-36
	AC245291.2
	IGLV7-35
	AC245291.1
Zfp280b	ZNF280B
	SIRPG-AS1
	ZNF280A
	SIRPB3P
	RN7SL561P
	AL109809.3
	AL109809.2
	AL109809.4
Ldlrad4	LDLRAD4
	CKAP2LP1
	AL109809.1
Pramef20	PRAME
Pramel1	PRAME
Pramef12	PRAME
	AL117335.1
Sirpa	SIRPA
Gm5150	SIRPA
Gm9733	SIRPA
Sirpb1a	SIRPA
Sirpb1c	SIRPA
Sirpb1b	SIRPA
	PDYN-AS1
	AP002505.1
	C18orf15
	AP002505.3
Pdyn	PDYN
	AP002505.2
	AP002439.1
	LDLRAD4-AS1
	MIR5190
	AP005131.5
	AP005131.4
	AP005131.2
	AP005131.1
	AP005131.3
	MIR4526
	AP001010.1
Fam210a	FAM210A
	LL22NC03-63E9.3
	IGLV2-34
	RPL7P2
	IGLV2-33
Stk35	STK35
	IGLV3-32
	IGLV3-31
	IGLV3-30
	BCRP4
	AC244250.4
	AL359916.1
	POM121L1P
	AL121899.3
	AL121899.4
	AL121899.1
Tgm3	AL121899.2
Tgm3	TGM3
	AP001525.1
	RN7SL362P
Tgm6	TGM6
Ggt1	GGTLC2
Rnmt	RNMT
	Y_RNA
Snrpb	SNRPB
	IGLV3-29
	IGLV2-28
	IGLV3-27
	IGLV3-26
	IGLVVI-25-1
	IGLV3-25
	AC244250.2
	AC244250.1
	IGLV3-24
	IGLV2-23
	IGLVVI-22-1
	IGLV3-22
	IGLV3-21
	IGLVI-20
	IGLV3-19
	AC244250.3
	IGLV2-18
	AL049650.1
	IGLV3-17
	IGLV3-16
	IGLV3-15
	IGLV2-14
	IGLV3-13
	IGLV3-12
	ZNF343
	AC244157.1
	AC244157.2
	IGLV2-11
	AC245028.3
	IGLV3-10
	AC245028.1
Mc5r	MC5R
	IGLV3-9
	IGLV2-8
	MIR650
	AC245028.2
Mc2r	MC2R
	IGLV3-7
	IGLV3-6
	IGLV2-5
	IGLV3-4
	AP001086.1
	IGLV4-3
	AC006557.6
	AC006557.5
	IGLV3-2
	IGLV3-1
	MIR5571
Iglc2	IGLL5
Iglc1	IGLL5
Iglc4	IGLL5
Iglc3	IGLL5
Zfp85	ZNF519
Zfp493	ZNF519
Zfp708	ZNF519
Zfp941	ZNF519
Rslcan18	ZNF519
Gm28557	ZNF519
Zfp87	ZNF519
Zfp273	ZNF519
Tmc2	TMC2
	IGLJ1
Iglc2	IGLC1
Iglc1	IGLC1
Iglc4	IGLC1
Iglc3	IGLC1
	IGLJ2
Iglc2	IGLC2
Iglc1	IGLC2
Iglc4	IGLC2
Iglc3	IGLC2
	IGLJ3
	AC006557.4
Iglc2	IGLC3
Iglc1	IGLC3
Iglc4	IGLC3
Iglc3	IGLC3
	AC006557.1
	IGLJ4
	AC006557.3
	IGLC4
	FRG2LP
	AC006557.2
	IGLJ5
	IGLC5
	IGLJ6
	NF1P5
	IGLC6
Nop56	NOP56
	IGLJ7
	ANKRD20A5P
Iglc2	IGLC7
Iglc1	IGLC7
Iglc4	IGLC7
Iglc3	IGLC7
	AC245054.2
	AC245054.1
Rsph14	RSPH14
	RNU6-316P
	RHOT1P1
	AP005212.4
	AP005212.2
	CYP4F35P
	AP005212.3
	AP005212.1
Gnaz	GNAZ
	TERF1P2
	FEM1AP2
	AP006261.1
	LONRF2P1
	CXADRP3
	Metazoa_SRP
	U7
	GRAMD4P7
Rab36	RAB36
	POTEC
Bcr	BCR
	RNU6-1021P
	OR4K7P
	OR4K8P
	SNX19P3
	VN1R74P
	GTF2IP8
	ANKRD30B
	MIR1292
Snord110	SNORD110
	SNORA51
Gm23187	SNORD86
Gm23650	SNORD56
Snord57	SNORD57
Idh3b	IDH3B
	RNU6-1210P
	AP006565.1
	MIR3156-2
	LINC01906
	FGF7P1
	AP005121.1
	LINC01443
	LINC01444
	AP005121.2
	AP005242.4
	AP005242.2
	AP005242.3
	AP005242.1
	AP005242.5
	AP005901.2
	AP005901.6
	AP005901.5
	AP005901.3
	BNIP3P3
	AP005901.4
	AP005901.1
	BCRP8
	RNU6-721P
	RN7SL263P
	FBXW4P1
	AP000343.1
	AL049712.1
	LINC02556
	CES5AP1
Rock1	ROCK1
Ebf4	EBF4
	ZDHHC8P1
	AP000344.2
	LINC01659
	AP000344.1
	FAM230I
	AP000345.3
	RPL19P1
	LINC02557
	PCAT14
Cpxm1	CPXM1
	AP000345.1
Iglc2	IGLL1
Iglc1	IGLL1
Iglc4	IGLL1
Iglc3	IGLL1
	AC022795.1
	RNU6-120P
	EXOGP1
Gm28372	AL035460.1
	AC022809.1
	C20orf141
	AP000345.2
	AP000346.4
Greb1l	GREB1L
Tmem239	TMEM239
	DRICH1
Pced1a	PCED1A
	AP000346.3
	AP000346.1
	GUSBP11
	AP000346.2
	AC015878.2
	ASLP1
	AC015878.1
Gm23839	AC011774.1
	AP000347.1
Esco1	ESCO1
Vps16	VPS16
	RGL4
Snrpd1	SNRPD1
Abhd3	ABHD3
	AC106037.2
	AC106037.3
	MIR320C1
Mib1	MIB1
	ZNF70
Vpreb3	VPREB3
Gm867	C22orf15
Gm26040	AC106037.1
	Y_RNA
	RN7SL233P
	SNORA73
	MIR133A1HG
Mir133a-1	MIR133A1
Mir1a-2	MIR1-2
	AC103987.1
	AC103987.2
	RNU6-1038P
	AC103987.3
	RNA5SP451
	LINC01900
Chchd10	CHCHD10
Ptpra	PTPRA
	AC091043.1
	RNU6ATAC20P
	GATA6-AS1
Mmp11	MMP11
Gata6	GATA6
	AC091588.1
Gm22675	RNU6-702P
	AC091588.3
	AC091588.2
	AC027449.1
Mia2	CTAGE1
	ATP7BP1
	RPS4XP18
	RNU6-1032P
	AC090912.1
	AC090912.2
Smarcb1	SMARCB1
Rbbp8	RBBP8
	GNRH2
Mrps26	MRPS26
Oxt	OXT
Avp	AVP
	RN7SL555P
	UBOX5-AS1
Ubox5	UBOX5
Fastkd5	FASTKD5
Lzts3	LZTS3
Derl3	DERL3
Ddrgk1	DDRGK1
	AC090912.3
	UBE2CP2
	MIR4741
	RN7SL745P
	Y_RNA
Itpa	ITPA
	AP000350.5
Cables1	CABLES1
	SLC2A11
Tmem241	TMEM241
Slc4a11	SLC4A11
	AL109976.1
4930402H24Rik	C20orf194
	AC011731.1
Riok3	RIOK3
	RNU6-1019P
	UBE2V1P1
	U3
	AL117334.1
	AL353193.1
Atrn	ATRN
	Y_RNA
	AC026634.1
Rmc1	RMC1
	SF3A3P1
Gfra4	GFRA4
Adam33	ADAM33
	AP000350.4
	AP000350.8
	RN7SL268P
Mif	MIF
	MIF-AS1
	AP000350.6
	AP000350.2
	AP000350.1
	AP000350.3
Gstt2	GSTT2B
Npc1	NPC1
	AC253536.2
Ddt	DDTL
	AC253536.6
Ddt	DDT
Ddt	AC253536.7
	AC253536.1
	AC253536.5
Gstt2	GSTT2
	Y_RNA
Gstt4	GSTT4
	AC253536.4
Ankrd29	ANKRD29
Siglec1	SIGLEC1
Cabin1	CABIN1
	RPS10P27
Hspa12b	HSPA12B
Lama3	LAMA3
1700037H04Rik	C20orf27
Spef1	SPEF1
	AC253536.3
Susd2	SUSD2
Cenpb	CENPB
Ggt5	GGT5
Cdc25b	CDC25B
	GGTLC4P
	POM121L9P
	BCRP1
	AP000354.1
Specc1l	SPECC1L
	LINC01730
	AL109804.1
Ap5s1	AP5S1
Mavs	MAVS
	PANK2-AS1
Specc1l	SPECC1L-ADORA2A
Pank2	PANK2
Adora2a	ADORA2A
Mir103-2	MIR103A2
